survived,sex,age,sibsp,parch,fare,embarked,embark_town,who,fare_raw,sex_encoded,embarked_encoded,pclass_1,pclass_2,pclass_3,age_scaled,fare_scaled,sibsp_scaled,parch_scaled,family_size,is_alone,age_group,title,fare_per_person,fare_band
1,female,15.397403460850878,0,0,78.71390231568178,S,Southampton,child,78.71390231568178,0,2,1,0,0,0.20568433259414728,0.1576978196776451,0.0,0.0,1,1,Teen,Master,78.71390231568178,Premium
0,male,45.80579471122196,0,0,20.8931317518204,S,Southampton,man,20.8931317518204,1,2,0,1,0,0.6255245870405454,0.03646744644515303,0.0,0.0,1,1,Adult,Mr,20.8931317518204,Business
0,male,30.268762512030733,0,0,11.884382971978626,S,Southampton,man,11.884382971978626,1,2,0,0,1,0.4110090772215009,0.01757918248243491,0.0,0.0,1,1,Young Adult,Mr,11.884382971978626,Economy
0,male,14.343246242452846,0,1,43.38153645349198,S,Southampton,child,43.38153645349198,1,2,0,1,0,0.19112987520260946,0.08361793698342562,0.0,0.16666666666666666,2,0,Teen,Master,21.69076822674599,Premium
0,male,36.513138535382005,0,0,16.142490115530496,S,Southampton,man,16.142490115530496,1,2,0,1,0,0.49722345130387835,0.02650697630535867,0.0,0.0,1,1,Adult,Mr,16.142490115530496,Economy
0,male,45.59985816528196,1,1,12.59124538335949,S,Southampton,man,12.59124538335949,1,2,0,0,1,0.6226812780625932,0.019061231115133012,0.125,0.16666666666666666,3,0,Adult,Mr,4.1970817944531635,Economy
0,male,39.065346349310936,1,0,22.632825180050688,S,Southampton,man,22.632825180050688,1,2,1,0,0,0.5324610792723402,0.040114988350211774,0.125,0.0,2,0,Adult,Mr,11.316412590025344,Business
0,male,42.94466760128143,0,0,27.10735814241035,S,Southampton,man,27.10735814241035,1,2,0,1,0,0.5860217957238143,0.04949655306783917,0.0,0.0,1,1,Adult,Mr,27.10735814241035,Business
0,male,18.404868760027547,0,0,42.39751592133772,S,Southampton,man,42.39751592133772,1,2,0,1,0,0.24720757484819572,0.0815547825975853,0.0,0.0,1,1,Young Adult,Mr,42.39751592133772,Premium
0,male,9.09465066561419,0,0,14.476669348060826,S,Southampton,child,14.476669348060826,1,2,0,0,1,0.1186639665551308,0.023014320095325315,0.0,0.0,1,1,Child,Master,14.476669348060826,Economy
0,male,50.01867112737681,1,0,6.05915057161783,S,Southampton,man,6.05915057161783,1,2,0,0,1,0.683690607463875,0.005365663167921921,0.125,0.0,2,0,Adult,Mr,3.029575285808915,Budget
1,female,26.157730365737372,0,0,45.43877056021692,S,Southampton,woman,45.43877056021692,0,2,1,0,0,0.3542491924868533,0.08793125304879043,0.0,0.0,1,1,Young Adult,Mrs/Miss,45.43877056021692,Premium
0,female,25.488337769629336,0,0,7.273458435277861,C,Cherbourg,woman,7.273458435277861,0,0,0,0,1,0.3450070739031843,0.007911651298053555,0.0,0.0,1,1,Young Adult,Mrs/Miss,7.273458435277861,Budget
0,male,47.59471798588681,0,0,7.139614002712559,C,Cherbourg,man,7.139614002712559,1,0,0,0,1,0.6502237563138034,0.0076310253161313395,0.0,0.0,1,1,Adult,Mr,7.139614002712559,Budget
1,female,26.157730365737372,0,6,104.54294642134474,S,Southampton,woman,104.54294642134474,0,2,1,0,0,0.3542491924868533,0.21185248808888027,0.0,1.0,7,0,Young Adult,Mrs/Miss,14.934706631620676,Premium
0,male,35.38242880914251,0,0,27.2103102200627,S,Southampton,man,27.2103102200627,1,2,0,0,1,0.48161205459233364,0.04971240835093454,0.0,0.0,1,1,Adult,Mr,27.2103102200627,Business
1,female,59.31003282861518,1,2,139.21308921862115,S,Southampton,woman,139.21308921862115,0,2,1,0,0,0.811973870747454,0.28454391558716036,0.125,0.3333333333333333,4,0,Adult,Mrs/Miss,34.80327230465529,Premium
1,female,19.990744774678,0,0,209.31483574949587,S,Southampton,woman,209.31483574949587,0,2,1,0,0,0.26910332671580434,0.4315232936430303,0.0,0.0,1,1,Young Adult,Mrs/Miss,209.31483574949587,Premium
0,male,30.268762512030733,0,0,23.13335216368755,C,Cherbourg,man,23.13335216368755,1,0,0,0,1,0.4110090772215009,0.04116442218596829,0.0,0.0,1,1,Young Adult,Mr,23.13335216368755,Business
0,male,29.798183748559183,1,0,5.6316370700381615,S,Southampton,man,5.6316370700381615,1,2,0,0,1,0.40451192628160837,0.004469313623406759,0.125,0.0,2,0,Young Adult,Mr,2.8158185350190807,Budget
0,male,32.7602919040856,1,0,6.340472285123057,S,Southampton,man,6.340472285123057,1,2,0,0,1,0.44540893498800566,0.0059554985505025654,0.125,0.0,2,0,Young Adult,Mr,3.1702361425615284,Budget
0,male,50.39855796977544,0,0,41.919787372981794,C,Cherbourg,man,41.919787372981794,1,0,0,1,0,0.6889356001127884,0.08055314928041876,0.0,0.0,1,1,Adult,Mr,41.919787372981794,Premium
0,male,36.109700588054736,0,0,145.402760140176,C,Cherbourg,man,145.402760140176,1,0,1,0,0,0.49165329505770905,0.2975215377926208,0.0,0.0,1,1,Adult,Mr,145.402760140176,Premium
0,male,36.53614510669486,0,2,11.95427424704507,S,Southampton,man,11.95427424704507,1,2,0,0,1,0.4975410966759862,0.017725720573839997,0.0,0.3333333333333333,3,0,Adult,Mr,3.984758082348357,Economy
0,male,26.577726811301005,2,1,18.29160780349578,S,Southampton,man,18.29160780349578,1,2,0,1,0,0.3600479673421284,0.031012940803787914,0.25,0.16666666666666666,4,0,Young Adult,Mr,4.572901950873945,Economy
1,female,23.890661786399605,0,0,46.57019410961644,S,Southampton,woman,46.57019410961644,0,2,1,0,0,0.32294840313039613,0.09030346112972981,0.0,0.0,1,1,Young Adult,Mrs/Miss,46.57019410961644,Premium
1,female,17.251064657253913,2,0,15.790549505550803,S,Southampton,child,15.790549505550803,0,2,0,0,1,0.23127732046211835,0.025769077258226712,0.25,0.0,3,0,Teen,Master,5.263516501850268,Economy
0,male,14.37267128370553,1,0,153.91706215298737,Q,Queenstown,child,153.91706215298737,1,1,1,0,0,0.19153613861539268,0.31537311605353746,0.125,0.0,2,0,Teen,Master,76.95853107649368,Premium
0,male,1.4710077487359747,0,0,3.5987542410455973,C,Cherbourg,child,3.5987542410455973,1,0,0,0,1,0.013406435642785309,0.0002070538559673209,0.0,0.0,1,1,Child,Master,3.5987542410455973,Budget
0,male,57.78689981916451,0,0,12.02017768699058,C,Cherbourg,man,12.02017768699058,1,0,0,1,0,0.7909443942132203,0.017863897539383465,0.0,0.0,1,1,Adult,Mr,12.02017768699058,Economy
0,male,13.555082879896435,0,2,12.337651060667191,S,Southampton,child,12.337651060667191,1,2,0,0,1,0.1802479214696255,0.0185295305845136,0.0,0.3333333333333333,3,0,Teen,Master,4.11255035355573,Economy
1,female,25.90244926979919,0,0,37.760808111550745,C,Cherbourg,woman,37.760808111550745,0,0,0,1,0,0.3507245969437487,0.07183319271096053,0.0,0.0,1,1,Young Adult,Mrs/Miss,37.760808111550745,Business
0,male,25.12461380155511,0,0,11.700522758881725,S,Southampton,man,11.700522758881725,1,2,0,0,1,0.3399852375933574,0.017193690520999963,0.0,0.0,1,1,Young Adult,Mr,11.700522758881725,Economy
0,male,33.30369376932741,0,0,6.392998303014767,S,Southampton,man,6.392998303014767,1,2,0,0,1,0.4529115343689244,0.006065627638913719,0.0,0.0,1,1,Young Adult,Mr,6.392998303014767,Budget
0,male,40.42032097555016,3,0,189.9216017428069,S,Southampton,man,189.9216017428069,1,2,1,0,0,0.5511688394811854,0.3908623170789201,0.375,0.0,4,0,Adult,Mr,47.480400435701725,Premium
0,male,41.04662883703644,0,0,20.325966037972325,S,Southampton,man,20.325966037972325,1,2,0,0,1,0.5598160990406653,0.03527829399173607,0.0,0.0,1,1,Adult,Mr,20.325966037972325,Business
1,female,20.836915860034864,1,0,14.13265855364368,C,Cherbourg,woman,14.13265855364368,0,0,0,0,1,0.2807861770467003,0.022293047158342655,0.125,0.0,2,0,Young Adult,Mrs/Miss,7.06632927682184,Economy
1,female,26.66029600699024,0,0,12.11205632719165,S,Southampton,woman,12.11205632719165,0,2,0,0,1,0.36118797740850045,0.018056535612779034,0.0,0.0,1,1,Young Adult,Mrs/Miss,12.11205632719165,Economy
0,male,32.95611930683619,0,0,20.643043452609877,S,Southampton,man,20.643043452609877,1,2,0,0,1,0.4481126698196661,0.03594309684623364,0.0,0.0,1,1,Young Adult,Mr,20.643043452609877,Business
0,male,30.268762512030733,0,0,16.25442461979868,S,Southampton,man,16.25442461979868,1,2,0,0,1,0.4110090772215009,0.026741664663844637,0.0,0.0,1,1,Young Adult,Mr,16.25442461979868,Economy
0,male,51.5028380642799,0,5,29.018628178519588,S,Southampton,man,29.018628178519588,1,2,0,0,1,0.7041820902029601,0.053503832416869825,0.0,0.8333333333333333,6,0,Adult,Mr,4.836438029753265,Business
1,female,35.87364932293552,2,0,89.0441988690388,S,Southampton,woman,89.0441988690388,0,2,1,0,0,0.4883942004744388,0.17935691717069246,0.25,0.0,3,0,Adult,Mrs/Miss,29.681399623012933,Premium
1,female,39.28828900469745,0,0,103.27057436080612,S,Southampton,woman,103.27057436080612,0,2,1,0,0,0.5355391869036765,0.20918475920381938,0.0,0.0,1,1,Adult,Mrs/Miss,103.27057436080612,Premium
0,male,38.28033776134378,0,0,480.4495384871446,C,Cherbourg,man,512.0,1,0,1,0,0,0.5216226826402686,1.0,0.0,0.0,1,1,Adult,Mr,480.4495384871446,Premium
0,male,45.42863400479455,0,0,15.950260540375345,S,Southampton,man,15.950260540375345,1,2,0,1,0,0.620317233397602,0.026103936655158165,0.0,0.0,1,1,Adult,Mr,15.950260540375345,Economy
1,female,31.534301821851894,0,0,48.84199364112645,S,Southampton,woman,48.84199364112645,0,2,0,1,0,0.42848202873256613,0.09506664748004273,0.0,0.0,1,1,Young Adult,Mrs/Miss,48.84199364112645,Premium
0,male,10.844352728618148,0,1,40.85455225675376,S,Southampton,child,40.85455225675376,1,2,0,1,0,0.14282161939801194,0.07831971569831092,0.0,0.16666666666666666,2,0,Child,Master,20.42727612837688,Premium
1,female,34.59563132453698,1,0,21.67551106319339,C,Cherbourg,woman,21.67551106319339,0,0,0,0,1,0.47074895915874865,0.03810782817998949,0.125,0.0,2,0,Young Adult,Mrs/Miss,10.837755531596695,Business
0,male,19.881003486914395,1,0,37.6074060554736,S,Southampton,man,37.6074060554736,1,2,0,1,0,0.2675881590833376,0.07151156108392567,0.125,0.0,2,0,Young Adult,Mr,18.8037030277368,Business
0,male,21.599366455503404,0,0,29.096209886537444,S,Southampton,man,29.096209886537444,1,2,0,1,0,0.2913131217103846,0.05366649471499038,0.0,0.0,1,1,Young Adult,Mr,29.096209886537444,Business
0,male,30.268762512030733,0,0,4.042603139912883,S,Southampton,man,4.042603139912883,1,2,0,0,1,0.4110090772215009,0.001137653139646571,0.0,0.0,1,1,Young Adult,Mr,4.042603139912883,Budget
0,male,46.335963000070905,0,1,238.32189251207276,S,Southampton,man,238.32189251207276,1,2,1,0,0,0.6328444740893887,0.49234116727927607,0.0,0.16666666666666666,2,0,Adult,Mr,119.16094625603638,Premium
0,male,29.29780207430486,0,1,9.770125232688752,S,Southampton,man,9.770125232688752,1,2,0,0,1,0.39760329478875733,0.013146307369490733,0.0,0.16666666666666666,2,0,Young Adult,Mr,4.885062616344376,Budget
1,female,33.3236621763855,0,0,77.43090461776251,C,Cherbourg,woman,77.43090461776251,0,0,1,0,0,0.4531872326467823,0.15500781246642342,0.0,0.0,1,1,Young Adult,Mrs/Miss,77.43090461776251,Premium
0,male,30.268762512030733,0,1,5.476854781798806,S,Southampton,man,5.476854781798806,1,2,0,0,1,0.4110090772215009,0.004144788121756593,0.0,0.16666666666666666,2,0,Young Adult,Mr,2.738427390899403,Budget
0,male,32.37054451283996,0,0,24.59887178833208,S,Southampton,man,24.59887178833208,1,2,0,0,1,0.44002780046618545,0.04423711542998121,0.0,0.0,1,1,Young Adult,Mr,24.59887178833208,Business
0,male,28.93634720645708,0,4,122.71870429983458,C,Cherbourg,man,122.71870429983458,1,0,1,0,0,0.39261278731867705,0.2499608337561017,0.0,0.6666666666666666,5,0,Young Adult,Mr,24.543740859966917,Premium
1,male,36.91713503884162,0,0,25.18917783798677,S,Southampton,man,25.18917783798677,1,2,1,0,0,0.5028013193802064,0.04547478525041359,0.0,0.0,1,1,Adult,Mr,25.18917783798677,Business
0,male,4.349321371818551,0,4,6.693542283607355,S,Southampton,child,6.693542283607355,1,2,0,0,1,0.053146516396869126,0.006695765538922798,0.0,0.6666666666666666,5,0,Child,Master,1.338708456721471,Budget
0,male,39.546782695463456,0,0,4.252168500858189,S,Southampton,man,4.252168500858189,1,2,0,0,1,0.5391081378557485,0.001577040001430807,0.0,0.0,1,1,Adult,Mr,4.252168500858189,Budget
1,female,34.33621738835889,0,0,12.89341273892593,S,Southampton,woman,12.89341273892593,0,2,0,0,1,0.46716730263258754,0.019694772677045193,0.0,0.0,1,1,Young Adult,Mrs/Miss,12.89341273892593,Economy
0,male,47.05653855715844,1,0,36.00484348665367,S,Southampton,man,36.00484348665367,1,2,0,0,1,0.642793261670573,0.06815153567347415,0.125,0.0,2,0,Adult,Mr,18.002421743326835,Business
0,male,38.424538917779415,0,5,24.493603876378103,S,Southampton,man,24.493603876378103,1,2,1,0,0,0.5236136281562916,0.044016404634688526,0.0,0.8333333333333333,6,0,Adult,Mr,4.082267312729684,Business
0,male,27.06161622422717,0,1,37.84858922546848,C,Cherbourg,man,37.84858922546848,1,0,0,1,0,0.36672889474056025,0.07201723967365636,0.0,0.16666666666666666,2,0,Young Adult,Mr,18.92429461273424,Business
1,female,11.85982469194888,0,0,79.44882587013554,Q,Queenstown,child,79.44882587013554,0,1,1,0,0,0.15684196016374566,0.1592387029266045,0.0,0.0,1,1,Child,Master,79.44882587013554,Premium
1,female,27.762918571125304,1,0,14.002792622475496,S,Southampton,woman,14.002792622475496,0,2,0,0,1,0.37641158243493067,0.02202076273265664,0.125,0.0,2,0,Young Adult,Mrs/Miss,7.001396311237748,Economy
1,female,17.0927136410698,0,0,16.433631181660292,S,Southampton,child,16.433631181660292,0,2,0,0,1,0.22909101174294952,0.027117399510826652,0.0,0.0,1,1,Teen,Master,16.433631181660292,Economy
0,male,20.87267170273388,0,0,26.909658858650182,S,Southampton,man,26.909658858650182,1,2,0,1,0,0.2812798480854967,0.049082045310085046,0.0,0.0,1,1,Young Adult,Mr,26.909658858650182,Business
0,male,37.24009766188853,0,0,73.65269256550313,C,Cherbourg,man,73.65269256550313,1,0,1,0,0,0.5072603750638915,0.1470861944599491,0.0,0.0,1,1,Adult,Mr,73.65269256550313,Premium
0,male,26.577726811301005,1,0,57.60819919919051,S,Southampton,man,57.60819919919051,1,2,0,1,0,0.3600479673421284,0.11344638128976597,0.125,0.0,2,0,Young Adult,Mr,28.804099599595254,Premium
0,male,34.525401417521735,2,1,16.686342970167946,S,Southampton,man,16.686342970167946,1,2,0,1,0,0.46977931424105945,0.027647249669208694,0.25,0.16666666666666666,4,0,Young Adult,Mr,4.171585742541986,Economy
0,male,12.25763713150742,0,0,11.629016766161229,C,Cherbourg,child,11.629016766161229,1,0,0,0,1,0.16233444657879603,0.0170437669191294,0.0,0.0,1,1,Teen,Master,11.629016766161229,Economy
0,male,35.22443735508197,1,1,11.76279904995519,S,Southampton,man,11.76279904995519,1,2,0,0,1,0.4794307102480377,0.01732426259634152,0.125,0.16666666666666666,3,0,Adult,Mr,3.92093301665173,Economy
0,male,30.268762512030733,2,0,20.00219445726874,C,Cherbourg,man,20.00219445726874,1,0,0,0,1,0.4110090772215009,0.03459945576132166,0.25,0.0,3,0,Young Adult,Mr,6.667398152422913,Business
0,male,20.46303933952865,2,0,6.426182734452948,S,Southampton,man,6.426182734452948,1,2,0,0,1,0.2756241672511657,0.006135204038009188,0.25,0.0,3,0,Young Adult,Mr,2.142060911484316,Budget
1,female,26.157730365737372,0,0,480.4495384871446,C,Cherbourg,woman,508.3497178892781,0,0,1,0,0,0.3542491924868533,1.0,0.0,0.0,1,1,Young Adult,Mrs/Miss,480.4495384871446,Premium
0,male,29.20563472620876,0,0,38.36721356329939,C,Cherbourg,man,38.36721356329939,1,0,0,0,1,0.3963307656846126,0.07310461746937863,0.0,0.0,1,1,Young Adult,Mr,38.36721356329939,Business
0,male,18.01142361684864,0,0,24.49419355118844,S,Southampton,man,24.49419355118844,1,2,0,0,1,0.2417753864873295,0.044017640981016085,0.0,0.0,1,1,Young Adult,Mr,24.49419355118844,Business
0,female,38.07592607381402,1,0,27.371639684014188,S,Southampton,woman,27.371639684014188,0,2,0,0,1,0.5188004269609825,0.050050661040020296,0.125,0.0,2,0,Adult,Mrs/Miss,13.685819842007094,Business
0,male,27.306725919491058,0,0,12.362393771447056,S,Southampton,man,12.362393771447056,1,2,0,0,1,0.3701130565654846,0.018581407583615744,0.0,0.0,1,1,Young Adult,Mr,12.362393771447056,Economy
1,female,34.87345421469839,0,0,14.770006523442603,Q,Queenstown,woman,14.770006523442603,0,1,0,0,1,0.47458478302512885,0.023629347790523902,0.0,0.0,1,1,Young Adult,Mrs/Miss,14.770006523442603,Economy
0,male,16.5751095107706,0,0,22.22775426201787,S,Southampton,child,22.22775426201787,1,2,0,0,1,0.22194459455901935,0.039265693224950354,0.0,0.0,1,1,Teen,Master,22.22775426201787,Business
0,male,22.87558379547225,1,0,11.314659907440364,S,Southampton,man,11.314659907440364,1,2,0,1,0,0.3089335018327591,0.01638466813958558,0.125,0.0,2,0,Young Adult,Mr,5.657329953720182,Economy
1,female,39.1133390095888,1,1,64.27076570652243,S,Southampton,woman,64.27076570652243,0,2,1,0,0,0.5331237006697274,0.12741550374340158,0.125,0.16666666666666666,3,0,Adult,Mrs/Miss,21.42358856884081,Premium
1,female,23.780335870715263,0,2,38.61209998801371,S,Southampton,woman,38.61209998801371,0,2,1,0,0,0.3214251637017933,0.07361806051723457,0.0,0.3333333333333333,3,0,Young Adult,Mrs/Miss,12.87069999600457,Premium
1,female,53.17749391726767,1,0,227.16399680030185,S,Southampton,woman,227.16399680030185,0,2,1,0,0,0.7273036007636331,0.46894687750354197,0.125,0.0,2,0,Adult,Mrs/Miss,113.58199840015092,Premium
0,male,30.268762512030733,0,0,10.317756949127068,S,Southampton,man,10.317756949127068,1,2,0,0,1,0.4110090772215009,0.014294503713647749,0.0,0.0,1,1,Young Adult,Mr,10.317756949127068,Budget
0,male,32.145586160526406,1,0,22.615785800901676,S,Southampton,man,22.615785800901676,1,2,0,1,0,0.43692186266442773,0.04007926260194277,0.125,0.0,2,0,Young Adult,Mr,11.307892900450838,Business
0,male,30.268762512030733,0,2,5.740253699090862,Q,Queenstown,man,5.740253699090862,1,1,0,0,1,0.4110090772215009,0.004697045532734579,0.0,0.3333333333333333,3,0,Young Adult,Mr,1.913417899696954,Budget
0,male,9.142879738937555,0,0,8.731961058735958,S,Southampton,child,8.731961058735958,1,2,0,0,1,0.11932985204210304,0.010969632291356075,0.0,0.0,1,1,Child,Master,8.731961058735958,Budget
1,female,4.34867663226914,2,0,35.48530316494887,S,Southampton,child,35.48530316494887,0,2,0,1,0,0.05313761465608819,0.06706223737296055,0.25,0.0,3,0,Child,Master,11.828434388316289,Business
0,male,7.640811596018672,0,0,13.850627028965672,C,Cherbourg,child,13.850627028965672,1,0,0,1,0,0.0985912122986672,0.02170172354458554,0.0,0.0,1,1,Child,Master,13.850627028965672,Economy
1,female,46.67617744798055,1,0,12.019596612018171,S,Southampton,woman,12.019596612018171,0,2,0,0,1,0.6375417209513049,0.01786267922397372,0.125,0.0,2,0,Adult,Mrs/Miss,6.009798306009086,Economy
0,male,21.273985957505744,0,0,54.27337640110865,Q,Queenstown,man,54.27337640110865,1,1,1,0,0,0.2868206830954491,0.10645439884931804,0.0,0.0,1,1,Young Adult,Mr,54.27337640110865,Premium
0,male,64.81478999935553,0,1,32.269802765286656,S,Southampton,man,32.269802765286656,1,2,1,0,0,0.8879765317300885,0.060320433177360334,0.0,0.16666666666666666,2,0,Senior,Mr,16.134901382643328,Business
0,male,21.10053361879656,0,0,18.28483170462253,S,Southampton,man,18.28483170462253,1,2,0,1,0,0.2844258745895208,0.0309987336428066,0.0,0.0,1,1,Young Adult,Mr,18.28483170462253,Economy
1,female,31.58371824475852,0,0,100.20017300635428,S,Southampton,woman,100.20017300635428,0,2,1,0,0,0.429164307627103,0.20274717806223577,0.0,0.0,1,1,Young Adult,Mrs/Miss,100.20017300635428,Premium
1,female,27.762918571125304,0,0,23.20048459905792,S,Southampton,woman,23.20048459905792,0,2,0,0,1,0.37641158243493067,0.04130517593443256,0.0,0.0,1,1,Young Adult,Mrs/Miss,23.20048459905792,Business
1,female,57.08530043422772,0,0,8.343582408494544,S,Southampton,woman,8.343582408494544,0,2,0,0,1,0.7812576053967385,0.010155335140606486,0.0,0.0,1,1,Adult,Mrs/Miss,8.343582408494544,Budget
1,female,57.86105007290957,0,2,10.188706663256324,S,Southampton,woman,10.188706663256324,0,2,0,0,1,0.7919681662747959,0.014023929417087817,0.0,0.3333333333333333,3,0,Adult,Mrs/Miss,3.396235554418775,Budget
0,female,45.917127228304,0,0,19.32537488528922,C,Cherbourg,woman,19.32537488528922,0,0,0,0,1,0.6270617243364656,0.033180396684073465,0.0,0.0,1,1,Adult,Mrs/Miss,19.32537488528922,Business
1,female,43.33687536136047,3,1,8.877913498555136,S,Southampton,woman,8.877913498555136,0,2,0,0,1,0.5914368998781792,0.01127564462188926,0.375,0.16666666666666666,5,0,Adult,Mrs/Miss,1.7755826997110273,Budget
0,male,37.29537728881657,3,0,120.41748301964432,S,Southampton,man,120.41748301964432,1,2,1,0,0,0.5080236055960193,0.24513596006508273,0.375,0.0,4,0,Adult,Mr,30.10437075491108,Premium
0,male,30.268762512030733,0,0,15.475502018446155,S,Southampton,man,15.475502018446155,1,2,0,0,1,0.4110090772215009,0.025108530467251804,0.0,0.0,1,1,Young Adult,Mr,15.475502018446155,Economy
0,male,21.28339997140053,1,2,19.51358811650381,Q,Queenstown,man,19.51358811650381,1,1,0,0,1,0.28695065978367335,0.03357501543517152,0.125,0.3333333333333333,4,0,Young Adult,Mr,4.878397029125953,Business
0,female,17.5452156320877,0,0,4.192894985069228,S,Southampton,child,4.192894985069228,0,2,0,0,1,0.2353385816812026,0.001452763718499549,0.0,0.0,1,1,Teen,Master,4.192894985069228,Budget
0,female,28.95275759624667,0,1,18.70605727638206,S,Southampton,woman,18.70605727638206,0,2,0,0,1,0.3928393610353889,0.031881899549824004,0.0,0.16666666666666666,2,0,Young Adult,Mrs/Miss,9.35302863819103,Business
0,male,26.617415284651003,1,0,31.196109115862715,S,Southampton,man,31.196109115862715,1,2,0,1,0,0.36059593512551613,0.05806926494512001,0.125,0.0,2,0,Young Adult,Mr,15.598054557931357,Business
1,female,22.654807309418143,2,1,71.89070245567338,S,Southampton,woman,71.89070245567338,0,2,1,0,0,0.3058853019027609,0.1433919040421018,0.25,0.16666666666666666,4,0,Young Adult,Mrs/Miss,17.972675613918344,Premium
1,female,26.157730365737372,0,0,35.55952022422594,S,Southampton,woman,35.55952022422594,0,2,1,0,0,0.3542491924868533,0.06721784515384338,0.0,0.0,1,1,Young Adult,Mrs/Miss,35.55952022422594,Business
0,male,42.37427291998715,1,0,14.650688961211658,Q,Queenstown,man,14.650688961211658,1,1,0,1,0,0.5781465139912911,0.023379179685509243,0.125,0.0,2,0,Adult,Mr,7.325344480605829,Economy
0,male,30.237696408085863,0,1,27.44193145199315,S,Southampton,man,27.44193145199315,1,2,0,0,1,0.4105801561096445,0.05019803882803939,0.0,0.16666666666666666,2,0,Young Adult,Mr,13.720965725996574,Business
1,female,27.762918571125304,5,2,27.32885209923153,C,Cherbourg,woman,27.32885209923153,0,0,0,0,1,0.37641158243493067,0.04996095011395802,0.625,0.3333333333333333,8,0,Young Adult,Mrs/Miss,3.416106512403941,Business
0,male,13.016352402130927,0,2,136.4334344926589,S,Southampton,child,136.4334344926589,1,2,1,0,0,0.1728098186446252,0.27871593065026506,0.0,0.3333333333333333,3,0,Teen,Master,45.47781149755297,Premium
0,female,26.288767570083948,0,1,14.509845091972164,S,Southampton,woman,14.509845091972164,0,2,0,0,1,0.35605838695432257,0.02308387827964932,0.0,0.16666666666666666,2,0,Young Adult,Mrs/Miss,7.254922545986082,Economy
